Date,Open,High,Low,Close,Adj Close,Volume
2018-03-27,1.73,1.74,1.67,1.69,1.69,50500
2018-03-28,1.7,1.72,1.67,1.68,1.68,20500
2018-03-29,1.67,1.7,1.66,1.66,1.66,16100
2018-04-02,1.65,1.67,1.61,1.63,1.63,39600
2018-04-03,1.62,1.71,1.62,1.65,1.65,25100
2018-04-04,1.65,1.72,1.65,1.71,1.71,22200
2018-04-05,1.78,1.79,1.72,1.76,1.76,121200
2018-04-06,1.77,1.77,1.72,1.75,1.75,18800
2018-04-09,1.61,1.74,1.6,1.68,1.68,51800
2018-04-10,1.69,1.85,1.68,1.8,1.8,129100
2018-04-11,1.9,2.1,1.85,1.9,1.9,163600
2018-04-12,1.91,1.94,1.85,1.9,1.9,36300
2018-04-13,1.86,1.95,1.86,1.88,1.88,97100
2018-04-16,1.92,1.92,1.9,1.91,1.91,23900
2018-04-17,1.97,1.97,1.9,1.92,1.92,51900
2018-04-18,1.93,1.95,1.9,1.91,1.91,24300
2018-04-19,1.93,1.96,1.85,1.96,1.96,47800
2018-04-20,1.96,1.97,1.91,1.95,1.95,18900
2018-04-23,1.95,1.95,1.93,1.95,1.95,31400
2018-04-24,1.93,1.94,1.91,1.92,1.92,27500
2018-04-25,1.91,1.95,1.89,1.9,1.9,55100
2018-04-26,1.9,1.91,1.86,1.88,1.88,64700
2018-04-27,1.88,1.92,1.88,1.9,1.9,56000
2018-04-30,1.9,1.92,1.86,1.86,1.86,53800
2018-05-01,1.85,1.88,1.82,1.83,1.83,39900
2018-05-02,1.83,1.9,1.83,1.89,1.89,16000
2018-05-03,1.9,1.92,1.87,1.88,1.88,10600
2018-05-04,1.89,1.92,1.88,1.9,1.9,32200
2018-05-07,1.91,1.91,1.86,1.86,1.86,52000
2018-05-08,1.85,1.88,1.85,1.87,1.87,13600
2018-05-09,1.88,1.93,1.88,1.92,1.92,30900
2018-05-10,1.95,2.07,1.94,1.99,1.99,78000
2018-05-11,1.99,2.24,1.99,2.16,2.16,157700
2018-05-14,2.3,2.33,2.2,2.24,2.24,192800
2018-05-15,2.3,2.3,2.16,2.17,2.17,84900
2018-05-16,2.14,2.25,2.13,2.24,2.24,57500
2018-05-17,2.26,2.26,2.16,2.19,2.19,44700
